nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000327	Lacey Chabert	1982	\N	actress,producer,writer	tt0377092,tt0120738,tt0277371,tt0454082
nm0000328	Richard Chamberlain	1934	\N	actor,producer,soundtrack	tt0072308,tt0076299,tt0085101,tt0073012
nm0000329	Jackie Chan	1954	\N	producer,actor,stunts	tt0127357,tt0120812,tt0089374,tt0266915
nm0000330	Stockard Channing	1944	\N	actress,soundtrack,archive_footage	tt0120791,tt0077631,tt0108149,tt0198021
nm0000331	Chevy Chase	1943	\N	actor,writer,producer	tt0104850,tt0080487,tt0085995,tt0092086
nm0000332	Don Cheadle	1964	\N	actor,producer,director	tt0375679,tt1540133,tt0395169,tt0790770
nm0000333	Cher	1946	\N	music_artist,actress,producer	tt0093565,tt1126591,tt0100140,tt0089560
nm0000334	Chow Yun-Fat	1955	\N	actor,writer,soundtrack	tt0190332,tt0120008,tt0473444,tt1098327
nm0000335	Glenn Close	1947	\N	actress,producer,director	tt0093010,tt3750872,tt2015381,tt0094947
nm0000336	James Coburn	1928	2002	actor,producer,director	tt0057115,tt0054047,tt0056923,tt0074695
nm0000337	Rachael Leigh Cook	1979	\N	actress,producer,writer	tt0160862,tt11100856,tt5659816,tt0331811
nm0000338	Francis Ford Coppola	1939	\N	producer,director,writer	tt0078788,tt0071360,tt0071562,tt0068646
nm0000342	James Cromwell	1940	\N	actor,producer,soundtrack	tt0119488,tt0120689,tt0144214,tt0117731
nm0000343	David Cronenberg	1943	\N	actor,director,writer	tt0091064,tt0094964,tt0120907,tt0115964
nm0000344	Denise Crosby	\N	\N	actress,producer,archive_footage	tt0098084,tt0104119,tt0097889,tt0120647
nm0000345	Billy Crystal	1948	\N	actor,writer,producer	tt0113097,tt0101587,tt0098635,tt0122933
nm0000346	Macaulay Culkin	1980	\N	actor,producer,director	tt0099785,tt0102492,tt0107034,tt0104431
nm0000347	Tim Curry	1946	\N	actor,producer,soundtrack	tt0112715,tt0117110,tt0088930,tt0073629
nm0000348	Tony Curtis	1925	2010	actor,producer,soundtrack	tt0053291,tt0051036,tt0054331,tt0066701
nm0000349	Joan Cusack	1962	\N	actress,writer,soundtrack	tt0119360,tt0119229,tt0096463,tt1659337
nm0000350	Beverly D'Angelo	1951	\N	actress,producer,soundtrack	tt0085995,tt0120434,tt0120586,tt0097958
nm0000352	Vincent D'Onofrio	1959	\N	actor,producer,director	tt0119654,tt0209958,tt0093058,tt0109707
nm0000353	Willem Dafoe	1955	\N	actor,producer,writer	tt0145487,tt6938828,tt5649144,tt7984734
nm0000354	Matt Damon	1970	\N	producer,actor,writer	tt0119217,tt3659388,tt0407887,tt0134119
nm0000355	Anthony Daniels	1946	\N	actor,producer,writer	tt2488496,tt2527336,tt0076759,tt0080684
nm0000358	Daniel Day-Lewis	1957	\N	actor,music_department,soundtrack	tt0469494,tt0104691,tt0443272,tt5776858
nm0000360	Rebecca De Mornay	1959	\N	actress,producer,director	tt0104389,tt0089941,tt0086200,tt0396269
nm0000361	Brian De Palma	1940	\N	director,writer,producer	tt0086984,tt0080661,tt0094226,tt0074285
nm0000362	Danny DeVito	1944	\N	actor,producer,director	tt0117008,tt0098621,tt0103776,tt0119488
nm0000363	Loren Dean	1969	\N	actor,soundtrack,archive_footage	tt2935510,tt7959026,tt0112384,tt0119177
nm0000365	Julie Delpy	1969	\N	actress,writer,producer	tt0111507,tt0841044,tt0112471,tt0381681
nm0000366	Catherine Deneuve	1943	\N	actress,producer,talent_agent	tt0283832,tt0061395,tt0168629,tt0059646
nm0000367	Gérard Depardieu	1948	\N	actor,producer,director	tt0099334,tt0120744,tt0103594,tt0099699
nm0000368	Laura Dern	1967	\N	actress,producer,writer	tt0107290,tt7653254,tt2305051,tt0090756
nm0000369	Matt Dillon	1964	\N	actor,director,producer	tt0375679,tt0129387,tt0097240,tt4003440
nm0000370	Walt Disney	1901	1966	producer,actor,miscellaneous	tt0029583,tt0048280,tt0034492,tt0058331
nm0000372	Amanda Donohoe	1962	\N	actress,producer,archive_footage	tt0119528,tt0095488,tt0090466,tt0110428
nm0000373	Michael Dorn	1952	\N	actor,director,writer	tt0117731,tt0092455,tt0120844,tt0111280
nm0000374	Brad Dourif	1950	\N	actor,archive_footage,archive_sound	tt0073486,tt0167261,tt0095647,tt0087182
nm0000375	Robert Downey Jr.	1965	\N	actor,producer,writer	tt0371746,tt1300854,tt4154796,tt0988045
nm0000376	Fran Drescher	1957	\N	writer,actress,producer	tt0106080,tt0118691,tt0837562,tt0098546
nm0000377	Richard Dreyfuss	1947	\N	actor,producer,writer	tt0076095,tt0075860,tt0073195,tt0069704
nm0000378	Minnie Driver	1970	\N	actress,producer,soundtrack	tt0112679,tt0496343,tt0119217,tt5592146
nm0000379	Kirsten Dunst	1982	\N	actress,producer,director	tt0145487,tt1527186,tt0110148,tt0338013
nm0000380	Robert Duvall	1931	\N	actor,producer,director	tt0118632,tt0086423,tt1872194,tt0316356
nm0000381	Anthony Edwards	1962	\N	actor,producer,director	tt0108757,tt0092099,tt0443706,tt0088000
nm0000383	Jennifer Ehle	1969	\N	actress,archive_footage	tt1790885,tt2392830,tt4919484,tt0112130
nm0000384	Danny Elfman	1953	\N	music_department,composer,actor	tt0107688,tt0367594,tt0121164,tt0119654
nm0000385	Sam Elliott	1944	\N	actor,producer,writer	tt1517451,tt5655222,tt0286716,tt0098206
nm0000386	Roland Emmerich	1955	\N	writer,producer,director	tt0116629,tt0120685,tt0319262,tt1628841
nm0000387	Robert Englund	1947	\N	actor,miscellaneous,director	tt0087800,tt0329101,tt0095742,tt0093629
nm0000388	R. Lee Ermey	1944	2018	actor,miscellaneous,producer	tt0093058,tt0114369,tt0324216,tt0095647
nm0000389	Emilio Estevez	1962	\N	actor,director,producer	tt1441912,tt0308055,tt3294746,tt0100994
nm0000391	Rupert Everett	1959	\N	actor,producer,writer	tt0119738,tt2404639,tt0109592,tt0122541
nm0000393	Peter Falk	1927	2011	actor,producer,director	tt1466074,tt0074937,tt0093779,tt0281322
nm0000397	Corey Feldman	\N	\N	actor,producer,director	tt0092005,tt0093437,tt0089218,tt0096734
nm0000398	Sally Field	1946	\N	actress,producer,director	tt0109830,tt0443272,tt0098384,tt0076729
nm0000399	David Fincher	1962	\N	producer,director,writer	tt0114369,tt0443706,tt2267998,tt1285016
nm0000400	Linda Fiorentino	1958	\N	actress,soundtrack,archive_footage	tt0110308,tt0119654,tt0120655,tt0088680
nm0000401	Laurence Fishburne	1961	\N	actor,producer,director	tt0133093,tt0234215,tt1598778,tt0327056
nm0000402	Carrie Fisher	1956	2016	actress,miscellaneous,writer	tt0076759,tt2527336,tt0080684,tt0086190
nm0000403	Bridget Fonda	1964	\N	actress,soundtrack,archive_footage	tt0120324,tt0107843,tt0105414,tt0139414
nm0000404	Jane Fonda	1937	\N	actress,producer,miscellaneous	tt0067309,tt0062711,tt3312830,tt0077362
nm0000405	Michelle Forbes	1965	\N	actress,archive_footage,archive_sound	tt0107302,tt0844441,tt0116225,tt1951266
nm0000407	Vivica A. Fox	1964	\N	actress,producer,director	tt0116629,tt0266697,tt0373474,tt0118688
nm0000408	Jonathan Frakes	1952	\N	actor,director,producer	tt0117731,tt0120844,tt0111280,tt0253754
nm0000409	Brendan Fraser	1968	\N	actor,producer,art_department	tt0120616,tt0375679,tt0209163,tt13833688
nm0000410	Stephen Fry	1957	\N	actor,writer,producer	tt0280707,tt0434409,tt0120514,tt0371724
nm0000411	Edward Furlong	1977	\N	actor,producer,soundtrack	tt0103064,tt0165710,tt0120586,tt0990407
nm0000412	Andy Garcia	1956	\N	actor,producer,director	tt0240772,tt0099674,tt0349903,tt0343996
nm0000413	Janeane Garofalo	1964	\N	actress,writer,producer	tt0132347,tt0382932,tt0117979,tt0243655
nm0000414	Teri Garr	1947	\N	actress,miscellaneous,soundtrack	tt0084805,tt0075860,tt0072431,tt0085970
nm0000415	Jami Gertz	1965	\N	actress,producer,executive	tt0117998,tt0093437,tt0320970,tt0088128
nm0000416	Terry Gilliam	1940	\N	director,writer,actor	tt0088846,tt0071853,tt1054606,tt0081633
nm0000417	Crispin Glover	\N	\N	actor,director,writer	tt0118141,tt0310357,tt0091860,tt1898069
nm0000418	Danny Glover	1946	\N	actor,producer,director	tt0093409,tt0122151,tt0097733,tt1190080
nm0000420	Valeria Golino	1965	\N	actress,director,producer	tt0095953,tt0102059,tt8613070,tt0107144
nm0000421	Cuba Gooding Jr.	1968	\N	actor,writer,producer	tt0116695,tt0316465,tt0203019,tt0114069
nm0000422	John Goodman	1952	\N	actor,producer,soundtrack	tt1179933,tt0101410,tt1024648,tt1907668
nm0000424	Hugh Grant	1960	\N	actor,soundtrack,archive_footage	tt0314331,tt0276751,tt0109831,tt0125439
nm0000426	Jennifer Grey	1960	\N	actress,producer,miscellaneous	tt0092890,tt0091042,tt0087985,tt2013293
nm0000427	Pam Grier	1949	\N	actress,writer,soundtrack	tt0119396,tt0228333,tt0069897,tt0071517
nm0000430	Steve Guttenberg	1958	\N	actor,producer,director	tt0091949,tt0094137,tt0087928,tt0098966
nm0000431	Taylor Hackford	1944	\N	producer,director,writer	tt0350258,tt0106469,tt0109642,tt0084434
nm0000432	Gene Hackman	1930	\N	actor,producer,stunts	tt0067116,tt0095647,tt0265666,tt0105695
nm0000433	Corey Haim	1971	2010	actor,producer,soundtrack	tt0093437,tt0095519,tt0091445,tt1121931
nm0000434	Mark Hamill	\N	\N	actor,producer,director	tt0076759,tt2527336,tt0080684,tt0086190
nm0000435	Daryl Hannah	1960	\N	actress,producer,director	tt0094291,tt0378194,tt0088161,tt0083658
nm0000436	Curtis Hanson	1945	2016	director,producer,writer	tt0119488,tt0388125,tt0104389,tt0298203
nm0000437	Woody Harrelson	1961	\N	actor,producer,director	tt2356777,tt0117318,tt0110632,tt5027774
nm0000438	Ed Harris	1950	\N	actor,producer,director	tt0800308,tt0183659,tt0120382,tt0112384
nm0000439	Neil Patrick Harris	1973	\N	actor,producer,writer	tt0460649,tt4834206,tt2267998,tt0120201
nm0000441	Noah Hathaway	1971	\N	actor,miscellaneous,producer	tt0088323,tt0092115,tt0076984,tt0077215
nm0000442	Rutger Hauer	1944	2019	actor,producer,director	tt1640459,tt0083658,tt0091209,tt0401792
nm0000443	Goldie Hawn	1945	\N	actress,producer,director	tt0081375,tt0093693,tt0116313,tt0104070
nm0000444	Glenne Headly	1955	2017	actress,archive_footage	tt0095031,tt2229499,tt0099422,tt0113862
nm0000445	Dan Hedaya	1940	\N	actor,soundtrack,archive_footage	tt0114814,tt0112697,tt0166924,tt0088944
nm0000446	Mariel Hemingway	1961	\N	actress,producer,executive	tt0079522,tt0094074,tt0159730,tt0088960
nm0000448	Lance Henriksen	1940	\N	actor,producer,miscellaneous	tt0090605,tt0107076,tt0370263,tt0114214
nm0000449	Natasha Henstridge	1974	\N	actress,producer,soundtrack	tt0114508,tt0228333,tt0120841,tt0190138
nm0000450	Philip Seymour Hoffman	1967	2014	actor,producer,director	tt1560747,tt0379725,tt0292963,tt0181875
nm0000451	Gaby Hoffmann	1982	\N	actress,director,soundtrack	tt0097351,tt0114011,tt0116242,tt0098554
nm0000452	Lauren Holly	1963	\N	actress,producer,writer	tt0109686,tt0103512,tt0106770,tt0207201
nm0000453	Ian Holm	1931	2020	actor,animation_department,miscellaneous	tt0167260,tt0120737,tt0088846,tt0382932
nm0000454	Dennis Hopper	1936	2010	actor,director,writer	tt0064276,tt0090756,tt0111257,tt0114898
nm0000455	John Hughes	1950	2009	writer,producer,director	tt0093748,tt0090305,tt0088847,tt0098554
nm0000456	Holly Hunter	1958	\N	actress,producer,miscellaneous	tt0092699,tt0107822,tt0328538,tt5462602
nm0000457	John Hurt	1940	2017	actor,soundtrack,archive_footage	tt0087803,tt0078748,tt0080678,tt0077928
nm0000458	William Hurt	1950	2022	actor,producer,archive_footage	tt0399146,tt0120738,tt0092699,tt0080360
nm0000459	Timothy Hutton	1960	\N	actor,producer,director	tt0081283,tt1103987,tt0115639,tt0343737
nm0000460	Jeremy Irons	1948	\N	actor,producer,director	tt0094964,tt0110357,tt2094766,tt2975590
nm0000461	Michael Ironside	1950	\N	actor,producer,writer	tt0120201,tt0100802,tt0081455,tt0092099
nm0000463	Famke Janssen	1964	\N	actress,writer,producer	tt0376994,tt0113189,tt0120903,tt0185371
nm0000464	Jim Jarmusch	1953	\N	director,writer,actor	tt5247022,tt0412019,tt0088184,tt1714915
nm0000466	Jean-Pierre Jeunet	1953	\N	director,writer,producer	tt0344510,tt0211915,tt0101700,tt0112682
nm0000467	Don Johnson	1949	\N	actor,producer,director	tt0086759,tt0072730,tt1853728,tt8946378
nm0000468	Lynn-Holly Johnson	1958	\N	actress,director,archive_footage	tt0082398,tt0081738,tt0077716,tt0088395
nm0000469	James Earl Jones	1931	\N	actor,soundtrack,archive_footage	tt3748528,tt6105098,tt0097351,tt0099810
nm0000470	Jeffrey Jones	1946	\N	actor,miscellaneous,soundtrack	tt0086879,tt0091225,tt0091042,tt0109707
nm0000471	Raul Julia	1940	1994	actor,soundtrack,archive_footage	tt0111301,tt0101272,tt0089424,tt0106220
nm0000473	Diane Keaton	1946	\N	actress,producer,director	tt0075686,tt0337741,tt0356680,tt0082979
nm0000474	Michael Keaton	1951	\N	actor,miscellaneous,producer	tt2562232,tt1895587,tt4276820,tt0096895
nm0000475	Patsy Kensit	1968	\N	actress,composer,soundtrack	tt0097733,tt0090585,tt0071577,tt0068069
nm0000476	Sally Kirkland	1941	\N	actress,producer,miscellaneous	tt0092569,tt0102138,tt3216866,tt0070735
nm0000477	Mia Kirshner	1975	\N	actress,archive_footage	tt0277371,tt0387877,tt0115986,tt0285331
nm0000479	Walter Koenig	1936	\N	actor,writer,producer	tt0060028,tt0092007,tt0084726,tt0102975
nm0000480	Elias Koteas	1961	\N	actor,producer,archive_footage	tt0120863,tt0822854,tt0100758,tt0115964
nm0000481	Alice Krige	1954	\N	actress,producer,writer	tt0117731,tt9086228,tt0105428,tt1981115
nm0000483	Christopher Lambert	1957	\N	actor,producer,writer	tt0091203,tt0113855,tt0120604,tt0106950
nm0000484	John Landis	1950	\N	producer,director,actor	tt0080455,tt0067716,tt0086491,tt0118747
nm0000485	Fritz Lang	1890	1976	director,writer,producer	tt0057345,tt0022100,tt0017136,tt0038057
nm0000486	Heather Langenkamp	1964	\N	actress,writer,producer	tt0087800,tt0111686,tt0094490,tt13444912
nm0000487	Ang Lee	1954	\N	director,producer,writer	tt0190332,tt0107156,tt0454876,tt0808357
nm0000488	Brandon Lee	1965	1993	actor,miscellaneous,archive_footage	tt0109506,tt0105219,tt0102915,tt0099978
nm0000489	Christopher Lee	1922	2015	actor,miscellaneous,producer	tt0121765,tt0167261,tt0070917,tt0120737
nm0000490	Spike Lee	1957	\N	director,producer,writer	tt0097216,tt0104797,tt0091939,tt0102175
nm0000491	John Leguizamo	1960	\N	actor,producer,writer	tt0203009,tt0120177,tt0162677,tt0117509
nm0000492	Jennifer Jason Leigh	1962	\N	actress,producer,writer	tt3460252,tt0105414,tt0108122,tt0109642
nm0000493	Jack Lemmon	1925	2001	actor,producer,director	tt0053604,tt0104348,tt0053291,tt0078966
nm0000494	Robert Sean Leonard	1969	\N	actor,soundtrack	tt0097165,tt0412142,tt0107616,tt0106226
nm0000495	Téa Leoni	1966	\N	actress,producer,miscellaneous	tt0218967,tt0163025,tt0120647,tt0112442
nm0000496	Juliette Lewis	1973	\N	actress,director,producer	tt0101540,tt0110632,tt1322269,tt0116367
nm0000497	Jennifer Lien	1974	\N	actress,producer,script_department	tt0112178,tt0120586,tt0133189,tt0106100
nm0000498	Matthew Lillard	1970	\N	actor,producer,director	tt0267913,tt0133189,tt1033575,tt0331632
nm0000499	Bai Ling	\N	\N	actress,director,producer	tt0119994,tt0109506,tt1121931,tt0405336
nm0000500	Richard Linklater	1960	\N	producer,director,writer	tt0243017,tt2209418,tt1065073,tt0405296
nm0000501	Ray Liotta	1954	2022	actor,producer,soundtrack	tt0272207,tt0099685,tt0091983,tt0365686
nm0000502	Christopher Lloyd	1938	\N	actor,producer,soundtrack	tt0088763,tt0096438,tt0101272,tt0106220
nm0000505	Nia Long	1970	\N	actress,producer,director	tt0168501,tt0208003,tt2083355,tt0181984
nm0000506	Julia Louis-Dreyfus	1961	\N	actress,producer,writer	tt0098904,tt2390361,tt0462128,tt1759761
nm0000507	Rob Lowe	1964	\N	actor,producer,writer	tt0090060,tt0086066,tt0105793,tt0145660
nm0000508	Carey Lowell	1961	\N	actress,archive_footage	tt0097742,tt0119115,tt0098844,tt0108160
nm0000510	Andie MacDowell	1958	\N	actress,producer,writer	tt0107048,tt0098724,tt0109831,tt0102070
nm0000511	Shirley MacLaine	1934	\N	actress,writer,producer	tt0086425,tt0053604,tt0098384,tt0048750
nm0000512	Elle Macpherson	1964	\N	producer,actress,soundtrack	tt0119051,tt0118688,tt0108778,tt0111201
nm0000513	William H. Macy	1950	\N	actor,writer,director	tt0116282,tt0175880,tt1586680,tt0118749
nm0000514	Michael Madsen	1957	\N	actor,producer,writer	tt0105236,tt0266697,tt0119008,tt0103074
nm0000515	Virginia Madsen	1961	\N	actress,producer,miscellaneous	tt0375063,tt0103919,tt0114194,tt0492044
nm0000517	Terrence Malick	1943	\N	producer,writer,director	tt0077405,tt0069762,tt0478304,tt5827916
nm0000518	John Malkovich	1953	\N	actor,producer,writer	tt0120601,tt0107206,tt0094947,tt0887883
nm0000520	Michael Mann	1943	\N	producer,writer,director	tt0140352,tt0369339,tt0104691,tt0083190
nm0000521	Sophie Marceau	1966	\N	actress,director,writer	tt0082100,tt0143145,tt0112573,tt1194616
nm0000522	Vanessa Marcil	1968	\N	actress,archive_footage	tt0117500,tt0056758,tt0364828,tt0098749
nm0000523	Julianna Margulies	1966	\N	actress,producer,executive	tt0108757,tt0288477,tt1174730,tt0417148
nm0000525	Heather Matarazzo	1982	\N	actress,producer,director	tt0114906,tt0498353,tt0118971,tt0247638
nm0000526	Samantha Mathis	1970	\N	actress,executive,soundtrack	tt0115759,tt0144084,tt0108255,tt0100436
nm0000527	Walter Matthau	1920	2000	actor,director,producer	tt0063374,tt0072251,tt0060424,tt0069865
nm0000528	Mathilda May	1965	\N	actress,miscellaneous,soundtrack	tt0089489,tt0119395,tt0092797,tt0102130
nm0000529	Debi Mazar	1964	\N	actress,make_up_department,producer	tt0112950,tt0140352,tt0106375,tt1767372
nm0000530	Andrew McCarthy	1962	\N	actor,director,producer	tt2372162,tt2741602,tt0091790,tt0098627
nm0000531	Frances McDormand	1957	\N	actress,producer,soundtrack	tt5027774,tt0116282,tt1748122,tt0181875
nm0000532	Malcolm McDowell	1943	\N	actor,producer,writer	tt0066921,tt0111280,tt0080025,tt0373883
nm0000533	Gates McFadden	1949	\N	actress,producer,miscellaneous	tt8806524,tt0092455,tt0091369,tt0112060
nm0000534	Kelly McGillis	1957	\N	actress,producer,soundtrack	tt0092099,tt0090329,tt0094608,tt0093467
nm0000535	Rose McGowan	1973	\N	actress,producer,director	tt1077258,tt0155776,tt0462322,tt0158552
nm0000537	Steve McQueen	1930	1980	actor,producer,stunts	tt0057115,tt0063688,tt0070511,tt0068638
nm0000538	Colm Meaney	1953	\N	actor,producer,soundtrack	tt0106145,tt0375912,tt0105690,tt0118880
nm0000539	Dina Meyer	1968	\N	actress,producer,archive_footage	tt0120201,tt0113481,tt0387564,tt0432348
nm0000541	Bette Midler	1945	\N	actress,producer,writer	tt0094715,tt0116313,tt0107120,tt0091877
nm0000542	Penelope Ann Miller	1964	\N	actress,soundtrack,archive_footage	tt0106519,tt1655442,tt0099938,tt0099615
nm0000545	Helen Mirren	1945	\N	actress,producer,director	tt0436697,tt0280707,tt1245526,tt0975645
nm0000546	Matthew Modine	1959	\N	actor,producer,director	tt0093058,tt0112760,tt1345836,tt2932536
nm0000547	Alfred Molina	1953	\N	actor,producer,director	tt0316654,tt0120679,tt0118749,tt0175880
nm0000549	Roger Moore	1927	2017	actor,miscellaneous,producer	tt0079574,tt0076752,tt0086034,tt0082398
nm0000550	Kate Mulgrew	1955	\N	actress,producer,writer	tt0112178,tt2372162,tt0253754,tt0089901
nm0000551	Dermot Mulroney	1963	\N	actor,music_department,producer	tt0119738,tt1322269,tt0096487,tt0356680
nm0000552	Eddie Murphy	1961	\N	actor,writer,producer	tt0117218,tt0086960,tt0443489,tt0094898
nm0000553	Liam Neeson	1952	\N	actor,producer,writer	tt0362269,tt0108052,tt1601913,tt0429493
nm0000554	Sam Neill	1947	\N	actor,producer,director	tt0107290,tt4698684,tt0104850,tt0107822
nm0000555	Judd Nelson	1959	\N	actor,writer,producer	tt0088847,tt0102526,tt0090060,tt0092106
nm0000556	Olivia Newton-John	1948	2022	music_artist,actress,music_department	tt0077631,tt0081777,tt0086494,tt0119094
nm0000557	Brigitte Nielsen	1963	\N	actress,producer,writer	tt0089893,tt0092644,tt5073058
nm0000558	Leslie Nielsen	1926	2010	actor,producer,writer	tt0080339,tt0102510,tt0095705,tt0120901
nm0000559	Leonard Nimoy	1931	2015	actor,director,producer	tt0092007,tt0102975,tt0796366,tt0088170
nm0000560	Nick Nolte	1941	\N	actor,producer,soundtrack	tt1291584,tt0118564,tt0102713,tt0120863
nm0000563	Chris O'Donnell	1970	\N	actor,producer,director	tt0118688,tt0105323,tt0108333,tt0190865
nm0000564	Peter O'Toole	1932	2013	actor,producer,director	tt0056172,tt0063227,tt0332452,tt0081568
nm0000565	Lena Olin	1955	\N	actress,archive_footage	tt0096332,tt0285333,tt0241303,tt0107983
nm0000566	Julia Ormond	1965	\N	actress,producer,archive_footage	tt0114319,tt0421715,tt1655420,tt0113071
